"photo-13279251_301464311";"http://cs416522.vk.me/v416522826/5949/416yZ_AGYT8.jpg";"Мокасины женские<br/>Цена: 910 грн.<br/>Размеры: 35-39<br/>Материал: натур. замша<br/>Сезон: весна, лето, осень<br/>KR10004<br/>Черный";"Мокасины женские";910;"KR10004";" 35-39";"Черный";"<h1>Мокасины женские</h1><br/><b>Материал:</b> натур. замша<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_373709983";"http://cs540103.vk.me/c540101/v540101826/5167e/IYa9JSCCqG8.jpg";"Женские мокасины с 3D Printom<br/>Цена: 1080 грн.<br/>Размеры: 35-39<br/>Материал: прессованная кожа<br/>Высота подошвы: 3,5 см.<br/>Сезон: весна, лето, осень<br/>KR10044<br/>Черный+Красный";"Женские мокасины с 3D Printom";1080;"KR10044";" 35-39";"Черный+Красный";"<h1>Женские мокасины с 3D Printom</h1><br/><b>Материал:</b> прессованная кожа<br/><b>Высота подошвы:</b> 3,5 см.<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_373709998";"http://cs540103.vk.me/c540101/v540101826/51696/WbelpPBu8ro.jpg";"Женские мокасины с 3D Printom<br/>Цена: 1080 грн.<br/>Размеры: 35-39<br/>Материал: прессованная кожа<br/>Высота подошвы: 3,5 см.<br/>Сезон: весна, лето, осень<br/>KR10044<br/>Черный+Красный";"Женские мокасины с 3D Printom";1080;"KR10044";" 35-39";"Черный+Красный";"<h1>Женские мокасины с 3D Printom</h1><br/><b>Материал:</b> прессованная кожа<br/><b>Высота подошвы:</b> 3,5 см.<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_382886636";"http://cs540103.vk.me/c540108/v540108826/86d6/OPKsdxhQZ5I.jpg";"Женская стильная обувь на шнурках<br/>Цена: 1499 грн.<br/>Размеры: 35-39<br/>Материал: натуральная высококачественная кожа<br/>Сезон: весна, лето, осень<br/>KR10045<br/>Розовый";"Женская стильная обувь на шнурках";1499;"KR10045";" 35-39";"Розовый";"<h1>Женская стильная обувь на шнурках</h1><br/><b>Материал:</b> натуральная высококачественная кожа<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_382886663";"http://cs540103.vk.me/c540108/v540108826/86df/cGtHCla4zeQ.jpg";"Женская стильная обувь на шнурках<br/>Цена: 1499 грн.<br/>Размеры: 35-39<br/>Материал: натуральная высококачественная кожа<br/>Сезон: весна, лето, осень<br/>KR10045<br/>Розовый";"Женская стильная обувь на шнурках";1499;"KR10045";" 35-39";"Розовый";"<h1>Женская стильная обувь на шнурках</h1><br/><b>Материал:</b> натуральная высококачественная кожа<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_382886684";"http://cs540103.vk.me/c540108/v540108826/86e8/HmdI_qYkUDM.jpg";"Женская стильная обувь на шнурках<br/>Цена: 1499 грн.<br/>Размеры: 35-39<br/>Материал: натуральная высококачественная кожа<br/>Сезон: весна, лето, осень<br/>KR10045<br/>Розовый";"Женская стильная обувь на шнурках";1499;"KR10045";" 35-39";"Розовый";"<h1>Женская стильная обувь на шнурках</h1><br/><b>Материал:</b> натуральная высококачественная кожа<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_382886689";"http://cs540103.vk.me/c540108/v540108826/86f0/FJ9lbmEu968.jpg";"Женская стильная обувь на шнурках<br/>Цена: 1499 грн.<br/>Размеры: 35-39<br/>Материал: натуральная высококачественная кожа<br/>Сезон: весна, лето, осень<br/>KR10045<br/>Розовый";"Женская стильная обувь на шнурках";1499;"KR10045";" 35-39";"Розовый";"<h1>Женская стильная обувь на шнурках</h1><br/><b>Материал:</b> натуральная высококачественная кожа<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_382886715";"http://cs540103.vk.me/c540108/v540108826/86f8/LaYpofCeWVM.jpg";"Женская стильная обувь на шнурках<br/>Цена: 1499 грн.<br/>Размеры: 35-39<br/>Материал: натуральная высококачественная кожа<br/>Сезон: весна, лето, осень<br/>KR10045";"Женская стильная обувь на шнурках";1499;"KR10045";" 35-39";;"<h1>Женская стильная обувь на шнурках</h1><br/><b>Материал:</b> натуральная высококачественная кожа<br/><b>Сезон:</b> весна, лето, осень<br/>";"Missing colour;"
"photo-13279251_382886787";"http://cs540103.vk.me/c540108/v540108826/8700/OpJVyg_sY7w.jpg";"Женская стильная обувь на шнурках<br/>Цена: 1499 грн.<br/>Размеры: 35-39<br/>Материал: натуральная высококачественная кожа<br/>Сезон: весна, лето, осень<br/>KR10045<br/>Черный";"Женская стильная обувь на шнурках";1499;"KR10045";" 35-39";"Черный";"<h1>Женская стильная обувь на шнурках</h1><br/><b>Материал:</b> натуральная высококачественная кожа<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_382886832";"http://cs540103.vk.me/c540108/v540108826/8709/vJuvs8DeqJ4.jpg";"Женская стильная обувь на шнурках<br/>Цена: 1499 грн.<br/>Размеры: 35-39<br/>Материал: натуральная высококачественная кожа<br/>Сезон: весна, лето, осень<br/>KR10045";"Женская стильная обувь на шнурках";1499;"KR10045";" 35-39";;"<h1>Женская стильная обувь на шнурках</h1><br/><b>Материал:</b> натуральная высококачественная кожа<br/><b>Сезон:</b> весна, лето, осень<br/>";"Missing colour;"
"photo-13279251_382886916";"http://cs540103.vk.me/c540108/v540108826/8711/YTP2-VIZuEI.jpg";"Женская стильная обувь на шнурках<br/>Цена: 1499 грн.<br/>Размеры: 35-39<br/>Материал: натуральная высококачественная кожа<br/>Сезон: весна, лето, осень<br/>KR10045";"Женская стильная обувь на шнурках";1499;"KR10045";" 35-39";;"<h1>Женская стильная обувь на шнурках</h1><br/><b>Материал:</b> натуральная высококачественная кожа<br/><b>Сезон:</b> весна, лето, осень<br/>";"Missing colour;"
"photo-13279251_382886977";"http://cs540103.vk.me/c540108/v540108826/871a/59SgI4h5Utk.jpg";"Женская стильная обувь на шнурках<br/>Цена: 1499 грн.<br/>Размеры: 35-39<br/>Материал: натуральная высококачественная кожа<br/>Сезон: весна, лето, осень<br/>KR10045<br/>Розовый";"Женская стильная обувь на шнурках";1499;"KR10045";" 35-39";"Розовый";"<h1>Женская стильная обувь на шнурках</h1><br/><b>Материал:</b> натуральная высококачественная кожа<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_382887111";"http://cs540103.vk.me/c540108/v540108826/8722/xx-FInG25Xc.jpg";"Женская стильная обувь на шнурках<br/>Цена: 1499 грн.<br/>Размеры: 35-39<br/>Материал: натуральная высококачественная кожа<br/>Сезон: весна, лето, осень<br/>KR10045<br/>Розовый";"Женская стильная обувь на шнурках";1499;"KR10045";" 35-39";"Розовый";"<h1>Женская стильная обувь на шнурках</h1><br/><b>Материал:</b> натуральная высококачественная кожа<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_382887219";"http://cs540103.vk.me/c540108/v540108826/872b/6Eg_DWdnZTI.jpg";"Женская стильная обувь на шнурках<br/>Цена: 1499 грн.<br/>Размеры: 35-39<br/>Материал: натуральная высококачественная кожа<br/>Сезон: весна, лето, осень<br/>KR10045<br/>Розовый";"Женская стильная обувь на шнурках";1499;"KR10045";" 35-39";"Розовый";"<h1>Женская стильная обувь на шнурках</h1><br/><b>Материал:</b> натуральная высококачественная кожа<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_382887235";"http://cs540103.vk.me/c540108/v540108826/8734/SvixBS8PdLM.jpg";"Женская стильная обувь на шнурках<br/>Цена: 1499 грн.<br/>Размеры: 35-39<br/>Материал: натуральная высококачественная кожа<br/>Сезон: весна, лето, осень<br/>KR10045<br/>Розовый";"Женская стильная обувь на шнурках";1499;"KR10045";" 35-39";"Розовый";"<h1>Женская стильная обувь на шнурках</h1><br/><b>Материал:</b> натуральная высококачественная кожа<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_382887247";"http://cs540103.vk.me/c540108/v540108826/873d/xzKcORi-BwI.jpg";"Женская стильная обувь на шнурках<br/>Цена: 1499 грн.<br/>Размеры: 35-39<br/>Материал: натуральная высококачественная кожа<br/>Сезон: весна, лето, осень<br/>KR10045";"Женская стильная обувь на шнурках";1499;"KR10045";" 35-39";;"<h1>Женская стильная обувь на шнурках</h1><br/><b>Материал:</b> натуральная высококачественная кожа<br/><b>Сезон:</b> весна, лето, осень<br/>";"Missing colour;"
"photo-13279251_383015388";"http://cs540103.vk.me/c540109/v540109826/bd4e/IKGKJ6W3ZwM.jpg";"Женские слипоны с натуральным ворсом<br/>Цена: 1099 грн.<br/>Размеры: 35-39<br/>Материал: натуральный ворс, текстиль<br/>Сезон: весна, лето, осень<br/>KR10046<br/>Леопардовый";"Женские слипоны с натуральным ворсом";1099;"KR10046";" 35-39";"Леопардовый";"<h1>Женские слипоны с натуральным ворсом</h1><br/><b>Материал:</b> натуральный ворс, текстиль<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_383015389";"http://cs540103.vk.me/c540109/v540109826/bd56/bG_7Ww85t70.jpg";"Женские слипоны с натуральным ворсом<br/>Цена: 1099 грн.<br/>Размеры: 35-39<br/>Материал: натуральный ворс, текстиль<br/>Сезон: весна, лето, осень<br/>KR10046<br/>Леопардовый";"Женские слипоны с натуральным ворсом";1099;"KR10046";" 35-39";"Леопардовый";"<h1>Женские слипоны с натуральным ворсом</h1><br/><b>Материал:</b> натуральный ворс, текстиль<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_383015390";"http://cs540103.vk.me/c540109/v540109826/bd5e/bC6212xtuuE.jpg";"Женские слипоны с натуральным ворсом<br/>Цена: 1099 грн.<br/>Размеры: 35-39<br/>Материал: натуральный ворс, текстиль<br/>Сезон: весна, лето, осень<br/>KR10046<br/>Леопардовый";"Женские слипоны с натуральным ворсом";1099;"KR10046";" 35-39";"Леопардовый";"<h1>Женские слипоны с натуральным ворсом</h1><br/><b>Материал:</b> натуральный ворс, текстиль<br/><b>Сезон:</b> весна, лето, осень<br/>";""
